date,time,user_name,text,link,retweet_counts,favorite_counts
2020-03-02,10:18:16,Otaku_Gotong,마블 어벤져스 스팁토니 스토니 토니른 회지 판매합니다. 타래로 회지 상세정보 올립니다.,https://twitter.com/Otaku_Gotong/status/1234422767144955904,1,1
2020-03-02,10:18:04,Jyan_novel,오늘자 보고 보고 싶은 거 생겼는데...너무 적폐같기는 하지만 스포는 없어요&lt;,https://twitter.com/Jyan_novel/status/1234422715508936705,0,1
2020-03-02,10:16:37,Doozx_18,트커는 캐스포 ㄱㅊ나요????,https://twitter.com/Doozx_18/status/1234422348637294592,0,0
2020-03-02,10:16:24,MYLife_BTS_613,"내일 다시 올릴게,,, 스포라고 생각해주세요..ㅎ...",https://twitter.com/MYLife_BTS_613/status/1234422297051578368,0,2
2020-03-02,10:15:21,_sekai_itchi,오돌아.. (역5 스포) ○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○ ,https://twitter.com/_sekai_itchi/status/1234422033099837440,0,0
2020-03-02,10:15:19,1RoCk2Kill_,5화....스포 ,https://twitter.com/1RoCk2Kill_/status/1234422023327076384,0,13
2020-03-02,10:15:09,Jonthepitch,아프면 집에 좀 처박혀있어 '수원-고베 관전' 코로나19 확진자 ＂마스크 착용+추가 감염 없는 듯＂ (출처 : 스포티비뉴스 | 네이버 스포츠) http://naver.me/x2EBwIiX,https://twitter.com/Jonthepitch/status/1234421980805255168,0,0
2020-03-02,10:14:40,windyangel14,글고 이번엔 관련 스포 좀 알고 궁예하는건데 혹시 칼리안이 플란츠의 아무리 사소한 거짓말이라도 사실로 만들어주기 위해 애쓰는거 이럴려고 그랬던거였나 당신이 한건 당신은 오답이라 생각할지 몰라도 나한테는 아니었다고 알려주기 위해서였나,https://twitter.com/windyangel14/status/1234421860181385216,0,0
2020-03-02,10:14:33,nuri_trpg,슬버(스포있음. 진행중인분 X)○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○ ,https://twitter.com/nuri_trpg/status/1234421830347157504,0,0
2020-03-02,10:14:32,Bimo_noodle,멵이 방금 속아서 엠 방송 스포할 뻔한 거 아냐?ㅋㅋㅋㅋㅋㅋ,https://twitter.com/Bimo_noodle/status/1234421825670565891,0,0
2020-03-02,10:14:28,_ZIUTT,"16권정발 사면서 171819는 원서로 걍 사야겟음 스포 너무많이밟아,,",https://twitter.com/_ZIUTT/status/1234421810889805825,0,0
2020-03-02,10:14:26,meteorite_912,중국어몰라서좋은점은 천관사복 노래를 들어도 뮤비를 보지 않는이상 뭔말인지 1도몰라서 스포당할걱정을하지않아도된다는것밖에없다,https://twitter.com/meteorite_912/status/1234421803042263045,0,0
2020-03-02,10:13:48,tlfflzhs123_yen,차피 5월 19일에 올거 다 알구있다구ㅋ..ㅋ.ㅋ..ㅋ하시발...어케기다려 난 성급한 한국인이고 세이계에서 스포당할까바 덜덜이라굿 ,https://twitter.com/tlfflzhs123_yen/status/1234421643230904320,0,1
2020-03-02,10:13:23,elineko0527_,"엥 왜 내가 궁금해하던 그게 없지 그거... 그 잇잖아...(스포성 발언이라 차마 말을 못하는,,,,,,",https://twitter.com/elineko0527_/status/1234421535688937472,0,0
2020-03-02,10:12:24,_sekai_itchi,5-5 스포만 들어있음 ○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○ https://fse.tw/lXpRs8UB#all,https://twitter.com/_sekai_itchi/status/1234421290909323265,0,0
2020-03-02,10:12:20,EggRicecake,5.2는..제국관련 외의 메인스토리만 다 알고있는데 공명에선 또 무슨일이 일어난거야.....보스는 이미 스포당했어 하 패치 언제되지,https://twitter.com/EggRicecake/status/1234421272060166144,0,0
2020-03-02,10:12:02,sein_trpg,슬픔버리러 스포 ○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○○엉엉엉 ,https://twitter.com/sein_trpg/status/1234421195451191296,0,1
2020-03-02,10:11:44,wuee_12e,"아!!..!.!!!! :0!!!!ㅠㅠㅠㅜ 이런 ㅜ ㅠ 아직 역재2 끝나려면 한참 남았는대,,,,,((o스포를 알려주시는 이런 세심한 배려..... 아주 감사합니다,,,,,,,,,,^///////^ㅠ 북마크 해두고... 나중에 봐야겟네요,,,, ",https://twitter.com/wuee_12e/status/1234421122537377793,0,0
2020-03-02,10:11:27,sdya_sdya_,교수님 시험 스포 해주세요 ,https://twitter.com/sdya_sdya_/status/1234421051846619136,0,4
2020-03-02,10:11:11,BBoBB_S2,저저 정발나오면 보고있어서 10권까지요! 스포는...죄다 이미 끝까지 당해서 괜찮아용,https://twitter.com/BBoBB_S2/status/1234420982120468480,0,0
2020-03-02,10:11:08,windyangel14,나 진짜 왕사 오늘자 못보고 관련 스포도 하나도 모르고 그냥 나 혼자 궁예하는건데........ 설마 다누가 시나스타 칼 내려준거 정말 칼리안이 쓰라고 내려준거였어?? 칼리안이 플란츠 줄걸 예상하고 내려준게 아니라???? 는 그럴리 없을텐데?? 칼리안 오러칼 쓰는거 아는데???,https://twitter.com/windyangel14/status/1234420969265147905,0,0
2020-03-02,10:10:54,haaayyy22,그져..오전에 작가님이 스포해주신거 때맼ㅋㅋㅋㅋㅋㅋ 일하다가더 자꾸 ㅜ.ㅜ 들어가서보고...... 미치갯아여,https://twitter.com/haaayyy22/status/1234420911375147009,0,0
